,cause,cluster,dist,frequency,beta,p_value,tsne_x,tsne_y,"type: sci, news, expanded",new cluster after granger test
1175,depopulation,1,5.1466400000000005,5954,5.7721,0.3097707945,-31.39834785,-13.53761196,news,
1176,immigration,3,4.80323,151499,2.0418,0.3097992743,57.2195015,-0.7665942311,news,
1177,butterflies,2,5.34219,8408,0.6903,0.30982777829999997,-53.30135345,28.77119255,expanded,
1178,hardships,1,4.93863,30372,1.0641,0.3100040848,-6.042403221,-19.7861805,news,
1179,fungi,2,5.01269,13290,8.5462,0.3100367434,-50.54552841,19.75549126,news,
1180,operate,3,5.30544,588934,1.6608,0.3102547741,56.87725067,14.66310787,sci,
1181,battle,4,4.7654,527596,6.324,0.31032622449999997,36.42643356,-31.31642914,expanded,
1182,exacerbated,1,4.488980000000001,50869,8.1954,0.310374412,-0.6955794096,-25.14104462,expanded,
1183,travel,3,4.4957199999999995,702615,6.4486,0.3103976627,51.76901627,10.05665302,news,
1184,rebel,4,4.94661,636906,1.7208,0.3104699143,44.19778061,-36.57152557,news,
1185,waging,4,4.52121,36232,8.6469,0.3105155992,36.41077423,-36.63045502,news,
1186,committed,4,4.50972,566682,6.9563,0.3105895424,52.28765869,-9.033111572000001,news,
1187,disaster,3,4.7379,225946,1.4369999999999998,0.3107420516,-8.880661011,-39.94684601,sci,
1188,farms,2,4.86854,119961,4.3246,0.3108780557,-29.70594406,34.99603653,news,
1189,ensuing,4,4.84152,25816,3.4023,0.3112501714,13.59182739,-43.80608368,news,
1190,humans,2,4.992,51888,8.6665,0.3113477203,-49.58143997,22.49279976,news,
1191,direct,3,4.3272,2247388,5.6958,0.3113489467,48.16894531,12.26586056,news,
1192,shading,3,5.7798,4625,3.3262,0.3115779826,-54.88237381,-20.81382179,news,
1193,charley,1,5.8348,6480,4.9179,0.3115791548,-31.03822327,-68.89995575,news,
1194,rioting,4,5.63793,20387,9.6687,0.3116950575,18.57759094,-49.49755478,news,
1195,habitat,2,5.30295,33737,6.9662,0.311817666,-8.191446304,18.87282562,expanded,
1196,toll,0,4.66967,225547,4.8497,0.3118499919,-14.81935596,7.006587505,news,
1197,sparking,4,4.60263,33016,0.1861,0.31198951989999996,13.794227599999997,-46.71883011,news,
1198,plants,2,5.04924,126441,3.3549,0.3120530622,-23.68590736,35.20741653,news,
1199,population,0,5.55109,672023,0.3089,0.31218862210000003,-9.91019249,21.45217133,news,
1200,heatwave,1,4.86658,5940,2.8731,0.3122824444,-37.70435333,-56.09011459,news,
1201,stemming,4,4.62544,26223,0.5922,0.3125378869,6.972345829,-2.10918951,news,
1202,ravaged,1,4.402880000000001,72040,1.3187,0.3125841249,-5.5645546910000006,-49.68378067,news,
1203,worms,2,4.68468,14524,1.2303,0.3126428714,-57.89616394,26.98544502,sci,
1204,spreading,3,4.79776,91757,7.0051,0.3129651484,-16.45826721,21.52565384,news,
1205,precipitation,3,6.00367,9412,0.6368,0.31309209179999997,-38.36450958,-45.67299271,news,
1206,villages,4,5.8465,213332,7.2526,0.31315101489999997,28.02923203,-15.56393814,news,
1207,visibility,3,4.6534,35546,3.3919,0.3131564677,-4.142951965,-2.087757349,news,
1208,onset,1,4.89581,33408,5.1429,0.3132582477,-21.61946678,-1.029696822,expanded,
1209,lengthy,4,5.3011800000000004,48501,1.4508,0.3135640095,7.221950054,-5.520468235,news,
1210,elephants,2,4.97098,35484,9.1708,0.3138213915,-53.04920197,40.16054535,expanded,
1211,hand-washing,2,6.0742,12377,5.2275,0.31404404420000004,-61.86798477,-25.35930824,news,
1212,uninformative,2,6.250290000000001,7188,4.5639,0.3140910253,-64.07115936,-25.49947739,news,
1213,bottlenecks,2,5.83292,25945,3.1554,0.3141147927,-17.18228531,-25.4365406,expanded,
1214,sparse,3,5.47433,14576,7.8156,0.3142541337,-51.61629105,-21.90395737,expanded,
1215,afghan,4,4.891290000000001,1661025,3.7074,0.3143145144,50.55001068,-36.74230576,news,
1216,taliban,4,5.66865,797458,1.1897,0.3143595564,48.07824707,-35.50727463,news,
1217,grow,0,4.58403,1333778,4.1979,0.314407537,6.051866531,33.19665146,news,
1218,erosion,3,4.84915,30655,1.6906,0.3144182843,-12.58586407,11.69030571,news,
1219,monsoons,1,5.16749,6140,0.2193,0.314566723,-32.13196182,-47.93560028,news,
1220,epidemic,1,5.047619999999999,97043,8.2515,0.31520628629999997,-43.0153656,4.456115723,news,
1221,fierce,4,4.42632,105465,7.6732,0.3152533784,17.91926003,-20.03203201,news,
1222,hygienic,2,5.75445,13005,2.0665,0.31537192329999997,-63.11396408,-30.72845078,expanded,
1223,constraint,3,5.52334,80962,3.0742,0.3153860682,-27.65455818,-18.22109222,news,
1224,decreases,0,4.5643400000000005,17229,2.3961,0.31541476809999996,7.829157352,39.77225494,sci,
1225,thrips,2,4.80008,7993,4.3428,0.3155187363,-61.2597084,31.73287201,expanded,
1226,quell,4,5.1224300000000005,38898,4.5174,0.3155211222,15.3208046,-47.84050751,expanded,
1227,linkage,3,5.19142,33799,3.5019,0.3155422641,-33.45679474,-21.90336609,news,
1228,brutal,4,4.40258,169768,7.3871,0.3157788081,31.31960869,-45.33979797,expanded,
1229,construction,0,4.93513,579278,9.5696,0.3158000474,12.12683582,21.44632339,news,
1230,holiday,0,4.77146,143058,7.0711,0.3158500546,28.40299225,35.70619202,news,
1231,backups,1,5.80539,9758,7.1635,0.3159652206,-22.97379875,-27.27118492,news,
1232,blazes,2,5.4497599999999995,3298,2.9914,0.3166665,1.3177225590000001,-51.55320358,expanded,
1233,1991,4,4.66978,140056,6.7103,0.3169608584,37.76791382,-9.312157631,news,
1234,storms,1,4.62826,35108,8.8931,0.317116471,-23.40109634,-63.2136879,sci,
1235,wheat,0,5.01335,58683,1.1902,0.3171421799,-20.75283432,46.00391006,sci,
1236,grape,2,6.15164,12524,9.3817,0.3172289891,-30.92552948,44.5609436,news,
1237,areas,3,4.7603,1158987,2.6432,0.31727031850000004,29.17414284,-0.5544072986,news,
1238,tsunamis,1,5.90482,8350,7.5791,0.3173376443,-12.91915512,-65.11835479999999,news,
1239,necessitated,3,5.16442,28511,7.5459,0.31740231539999997,-25.34465027,-18.04393959,news,
1240,liberties,3,5.62386,31987,5.4457,0.3176083608,59.47555542,-8.1571455,news,
1241,abrupt,0,5.10543,28836,2.0538,0.3177094615,6.874625206,-11.1652422,news,
1242,operational,3,5.12908,226113,7.5863,0.31787116579999997,56.75001144,10.83107471,news,
1243,good-quality,2,6.18543,2675,7.1161,0.3180176848,-60.81614685,-25.57551384,news,
1244,sandstorm,1,5.26259,5336,2.7578,0.3182473621,-31.69348717,-52.94298553,sci,
1245,roaches,2,4.76601,69951,5.8624,0.3184859691,-58.71050262,33.82486343,news,
1246,air,3,5.405930000000001,4119588,7.1173,0.3185427352,56.504257200000005,-21.94429398,news,
1247,originating,0,5.31347,24720,5.3412,0.3185604127,23.54844666,18.729520800000003,news,
1248,gas,0,5.07164,625143,5.6556,0.3186474067,-7.719560146,33.16654968,expanded,
1249,mudslide,1,6.01125,18414,5.7501,0.3187427612,-14.3885603,-59.56978607,news,
1250,rebellion,4,4.58588,80968,5.8519,0.3188250533,34.62130356,-38.66404343,expanded,
1251,coli,2,5.30382,58498,9.4415,0.3189191507,-49.35997772,-2.229741812,news,
1252,poppies,2,5.2173099999999994,18038,1.8535,0.31903744289999997,-29.88856888,41.32030487,news,
1253,disruption,3,4.714180000000001,67502,1.1228,0.3192215453,-14.69533539,-24.01395988,news,
1254,human,3,4.63093,1450411,1.325,0.3192217581,57.18003082,-8.832152367,news,
1255,predation,2,4.44225,8526,9.3205,0.3192275435,-47.25361252,35.332901,news,
1256,guerrillas,4,5.34606,56490,7.334,0.3199228482,44.87129974,-36.04096603,news,
1257,liberalization,3,5.05502,11263,7.0516,0.31996650109999997,-0.9633041024,34.03209305,news,
1258,paucity,3,5.6228,11930,7.4642,0.3201698325,-60.52677917,-18.86901855,news,
1259,hinders,3,5.27383,6361,9.0889,0.3201916075,-29.33017159,-21.71676064,news,
1260,shipping,0,5.11793,89268,3.8772,0.3203745199,62.64762497,18.9659214,news,
1261,illnesses,1,5.49765,28642,1.7378,0.32039664219999997,-36.91519165,8.737092972000001,news,
1262,low-lying,2,6.12084,13049,4.8196,0.3207406784,-55.75191879,-32.13552475,news,
1263,suffers,1,4.49445,38757,3.8152,0.3208886751,-18.00785065,-5.7789835929999995,expanded,
1264,borne,2,4.72781,113991,7.5188,0.3210261796,-43.64125443,14.59766674,expanded,
1265,deterioration,3,4.53655,34348,9.8713,0.3210838655,-1.923643589,-7.900699615,news,
1266,lustre,0,6.4375800000000005,10365,8.3633,0.3218047545,-56.46929169,-21.74119377,expanded,
1267,thunderstorm,1,5.4551300000000005,16028,6.5903,0.3218383881,-26.98402214,-49.21926117,news,
1268,migrate,2,5.51949,44164,1.4737,0.3219728222,-33.68541718,27.87777901,expanded,
1269,repellents,2,4.585319999999999,3505,3.8883,0.32206671600000003,-49.51319122,26.09710693,sci,
1270,tremors,1,6.13206,8889,5.3826,0.322097218,-6.436959267000001,-64.33789825,news,
1271,supplies,0,5.25016,271435,4.2815,0.3221156107,-7.713604927,30.4634285,news,
1272,poverty,3,4.97605,409323,7.6145,0.322469443,-1.13900876,14.17721081,news,
1273,yearly,0,4.69487,47122,8.5791,0.32261952920000003,19.97816277,36.47639847,expanded,
1274,discord,4,4.93515,24197,2.9527,0.3229817061,8.121050835,-33.74138641,news,
1275,disruptions,1,5.27085,27593,6.4566,0.32308058829999997,-15.03572559,-25.41989899,expanded,
1276,hardest,1,4.73677,43705,6.4696,0.3232800247,-3.25977993,11.03239441,expanded,
1277,maize,2,5.09424,78567,5.7591,0.3232951913,-23.14736557,44.64642334,expanded,
1278,civilian,4,4.89248,698273,1.7549,0.3233507712,56.35374832,-27.2938652,expanded,
1279,wiped,0,4.76104,30681,0.8746,0.3233511845,-0.14023812119999998,-45.27473068,news,
1280,rages,4,4.9743699999999995,114721,6.8807,0.323447883,10.57159424,-40.06471252,news,
1281,electricity,0,5.21253,273659,4.7849,0.32349993309999997,-8.700092316000001,31.95408249,expanded,
1282,lemurs,2,6.3114300000000005,8193,0.5886,0.3236304719,-59.11811066,31.54958344,news,
1283,storm,1,5.38459,228839,0.6681,0.3236785855,-24.88292122,-65.34803772,expanded,
1284,enunciation,3,6.40115,10325,2.9588,0.3238874189,-63.72463226,-18.67745018,expanded,
1285,strenuous,3,5.56864,14088,1.5874,0.3238945002,-10.73970604,-15.85696411,news,
1286,cargo,0,6.31161,140867,3.8296,0.32389628600000003,64.24121857,18.87530518,news,
1287,feverish,0,5.58476,4846,2.8818,0.3241363034,-11.71415234,-17.90891266,expanded,
1288,rainfalls,1,4.88629,8187,7.7815,0.324359792,-37.12362289,-50.2752533,news,
1289,rail,0,5.955369999999999,532850,3.5845,0.3244486456,58.00704575,21.11793137,sci,
1290,hyperinflation,1,4.854830000000001,15615,2.2992,0.3245191222,-5.079398632,-31.66052246,expanded,
1291,activities,3,4.76164,905355,5.3887,0.32455080010000004,49.14192581,-6.5676426889999995,news,
1292,smoothness,3,5.75058,9410,0.39399999999999996,0.324698065,-56.98359299,-19.70458603,news,
1293,rivers,1,5.6756400000000005,251917,0.3515,0.3247719907,-14.02741432,-54.48978043,news,
1294,conservation,3,4.86854,71003,6.5322,0.3248971953,-6.421225548,18.71342468,news,
1295,prone,1,4.60634,45897,9.3673,0.3250532678,-42.18454742,18.17521477,expanded,
1296,cocoa,0,5.59445,47382,5.11,0.3251748076,-21.92910385,50.36436081,expanded,
1297,outage,1,5.83697,24774,0.2466,0.3251748941,-18.792852399999997,-29.73473167,expanded,
1298,pandemics,2,5.81382,6100,0.2731,0.3253226598,-48.14535904,0.55165869,expanded,
1299,catastrophic,1,4.8236099999999995,39232,7.505,0.3253500927,-6.840355872999999,-38.48219681,news,
1300,poliomyelitis,2,5.43197,8235,9.8479,0.3255119461,-54.27019501,5.863687515,news,
1301,hail,1,5.40298,259767,1.324,0.3257677798,-18.17204475,-46.50624466,sci,
1302,skimpy,0,6.41779,2351,1.1769,0.325854565,-69.61652374,-20.26984596,news,
1303,military,4,4.7400400000000005,1627594,3.8813,0.3258729321,53.54495239,-27.65035057,expanded,
1304,thunderstorms,1,6.4537,13112,3.3018,0.32598198100000003,-31.25329399,-59.82987976,news,
1305,fish,2,5.24662,259718,0.8155,0.3260485261,-36.23943329,45.92723083,news,
1306,aggravates,1,5.92759,4890,5.1559,0.32625598829999997,-27.15722656,-25.34651184,news,
1307,hampered,1,4.622809999999999,43689,0.0914,0.3262809811,-10.69549179,-11.98589611,news,
1308,seeds,2,5.47588,60361,9.1074,0.3266428919,-28.736997600000002,45.45722961,news,
1309,1989,4,5.18382,84924,1.219,0.32710827530000003,37.78962326,-9.268486023,news,
1310,hindrance,3,5.58867,25710,0.5884,0.3271249957,-29.71669769,-22.91352272,expanded,
1311,leskanich,1,6.2645800000000005,9466,3.5819,0.3271254883,-36.034519200000005,-72.5754776,news,
1312,militants,4,5.78761,430675,8.8518,0.3279093749,46.73455048,-35.63022614,expanded,
1313,crop,1,4.5611,233333,2.6079,0.3280935203,-22.05587578,41.23409271,expanded,
1314,devouring,2,5.07086,8240,8.6938,0.328205275,-61.50553513,35.90025711,expanded,
1315,loading,0,5.61024,74569,8.4036,0.3284182417,64.65863037,21.29356766,news,
1316,bickering,4,4.86396,19379,4.7662,0.32847541420000004,26.51218605,-35.39432526,news,
1317,opium,2,5.736280000000001,45649,0.1568,0.3286192847,-28.72937012,40.330616,expanded,
1318,afflicting,1,5.26737,7477,6.7775,0.3286803005,-35.72825623,-4.529500484,news,
1319,travelling,0,5.77904,121568,5.6247,0.3287368558,58.76636124,24.54430199,news,
1320,container,0,6.343319999999999,76072,7.247999999999999,0.3291195802,63.63113022,19.62519455,news,
1321,aid,4,5.02683,7825321,3.0784,0.3291207701,46.27790451,6.943078041000001,news,
1322,patchy,1,5.7272099999999995,9315,1.7642,0.3293199705,-40.15432358,-42.49487686,news,
1323,winter,3,4.65394,96387,0.5013,0.3294089827,-24.20181084,5.101788044,expanded,
1324,insurrection,4,4.58036,13409,1.979,0.3294869062,34.76036835,-38.67967987,news,
1325,rebellions,4,5.08469,14596,6.1751,0.3295639748,33.38393021,-38.49197006,news,
1326,trough,1,5.49057,42516,2.4609,0.32958927379999997,-24.79997253,-43.54288864,news,
1327,pampas,2,5.7035800000000005,3518,6.1697,0.3296525876,-66.60056305,32.69379807,expanded,
1328,swamped,1,5.7641599999999995,13023,6.3367,0.329662424,-17.85342216,-50.15645599,expanded,
1329,decimated,1,4.72901,16797,8.0322,0.3296996935,-46.88185883,-7.254842281,news,
1330,hippos,2,5.92952,6776,0.3315,0.33000871989999997,-57.64279175,40.33050537,expanded,
1331,breakdowns,1,5.888319999999999,12818,9.1019,0.3301296521,-21.82471466,-27.87083435,news,
1332,meriting,3,6.34451,9624,5.0409,0.330230129,-66.12624359,-26.518791200000003,news,
1333,sugarcane,2,5.34477,17950,0.5121,0.3308105532,-24.46385384,44.09954834,news,
1334,sunflower,2,5.06463,10116,0.2127,0.3310281719,-28.19224167,46.34627151,expanded,
1335,growers,2,5.86891,24669,9.8573,0.3310366576,-25.91135979,44.6806221,expanded,
1336,ieds,2,4.97543,32085,0.5329999999999999,0.33112689,-39.61938477,19.48219872,news,
1337,tay-sachs,2,4.80578,1019,2.6603,0.3312280695,-54.12283707,4.132307529,news,
1338,apples,2,6.32586,18781,4.3666,0.3312927282,-28.01794243,49.56632233,news,
1339,impermanent,2,5.6843699999999995,7348,3.7673,0.3314515843,-62.03416443,-28.1656456,expanded,
1340,malnutrition,1,5.0268,62890,4.4573,0.33165475899999997,-31.87478638,-0.37408781049999995,news,
1341,yasi,2,6.32624,26675,8.3879,0.33182267039999996,-36.89842987,-74.25983429,sci,
1342,transit,3,5.80156,438520,5.5374,0.3318484467,57.92145157,19.63325882,news,
1343,constitutional,3,5.03368,320324,0.1056,0.3322703814,56.815017700000006,-4.1216516489999995,news,
1344,viruses,2,4.66824,27985,2.7909,0.3323412783,-49.58677673,13.72999382,news,
1345,programmability,3,6.45924,6391,1.3742,0.33234733,-61.97544479,-24.73073769,expanded,
1346,near-surface,3,6.39479,7485,7.2712,0.3323836924,-58.40784836,-29.04808044,news,
1347,barrels,0,5.4314599999999995,121935,5.0245,0.332467848,-7.90715456,40.36104965,news,
1348,crushing,1,4.70788,28041,8.6678,0.3331473068,21.06238365,-21.27215958,expanded,
1349,flu,1,5.69876,654679,2.5115,0.33319181789999996,-44.77414322,7.964725494,expanded,
1350,maritime,3,5.59321,83478,2.6546,0.33323766579999997,61.37653732,8.869929314,news,
1351,upsurge,4,4.88585,29040,3.0802,0.3335155494,17.09906006,-40.00691986,news,
1352,main,3,4.83858,2998508,3.7463,0.3340973784,38.98419189,6.5404973029999995,expanded,
1353,trucks,0,6.040780000000001,129568,4.9164,0.3341829097,62.38172531,26.17671394,expanded,
1354,mushroom,2,5.29979,20734,5.843999999999999,0.3342072853,-29.9585762,47.83691025,sci,
1355,semi-wild,2,5.23971,1190,4.5221,0.3345784262,-63.65895844,-27.81912422,sci,
1356,flood-prone,2,6.434830000000001,9195,1.0875,0.3347356265,-55.97613907,-31.89918137,news,
1357,tourism,3,5.04211,196157,9.0391,0.3347832124,13.73596191,24.59596825,news,
1358,freezing,0,4.87197,25474,4.2814,0.33488547809999997,-5.029386044,-11.5396204,expanded,
1359,plantings,2,5.2255,2614,0.6877,0.335266352,-24.89764786,41.33280945,news,
1360,silting,1,5.70199,8069,9.9483,0.33584446560000003,-28.49171257,-11.83202934,expanded,
1361,transports,0,6.435569999999999,10304,5.7239,0.3359058103,66.16223145,19.83641815,expanded,
1362,cyclones,1,5.39386,11947,3.3284,0.3360573897,-19.61883545,-66.34684753,sci,
1363,contraction,0,4.76892,18112,7.824,0.3360690789,5.3124547,43.81306458,expanded,
1364,sponge-like,2,6.47374,3910,5.6308,0.3361212281,-60.42893219,-24.16679573,news,
1365,plentiful,2,5.0214099999999995,11862,8.2118,0.33614604719999996,-19.10774803,33.54109955,news,
1366,logistics,3,6.02619,122823,9.2055,0.33649982159999997,57.79463577,10.19377899,news,
1367,lice,2,5.03297,1757025,0.4451,0.3365262737,-56.38337326,34.22821808,news,
1368,raging,4,4.99345,248502,5.5916,0.3366178864,8.074072838,-43.52400208,expanded,
1369,facilities,3,5.77428,414768,5.0203,0.3366352943,54.31622314,11.16065884,news,
1370,animals,2,4.69787,110969,0.5812,0.3372794556,-48.84012604,31.37094116,news,
1371,foment,4,5.68025,24032,8.9423,0.3373904917,19.62682915,-41.2923584,expanded,
1372,fetishistic,2,6.36983,2139,6.3811,0.33758519670000003,-59.28644179999999,-21.1985054,expanded,
1373,slowdowns,1,6.14882,6728,4.3968,0.33765213909999997,-15.35788918,-26.92971611,news,
1374,poor-quality,2,6.07791,4481,3.9346,0.33769784939999997,-60.837234499999994,-26.49642181,news,
1375,barnyard,2,5.42053,9741,2.5762,0.33771218560000005,-60.42546463,37.55047989,sci,
1376,cultivation,2,4.78179,44527,4.6643,0.3377413857,-26.91950989,40.78587341,news,
1377,dropoffs,0,6.49635,8966,7.6142,0.3378011162,-69.10218811,-22.60755157,news,
1378,anecdotal,3,5.7427,11872,2.9013,0.3381935504,-63.75300598,-15.66917038,news,
1379,chickens,2,5.23953,18443,8.2105,0.3382155759,-41.53037262,32.57689667,news,
1380,earthquake,1,6.26406,103937,9.571,0.3384279933,-7.512495041,-67.54109192,news,
1381,guerrilla,4,4.91994,102470,2.7612,0.33848528990000004,43.35378265,-35.53728485,news,
1382,ripple,3,4.81986,60375,7.2134,0.3386974093,-23.29896736,-17.59436989,expanded,
1383,parched,1,4.74354,8056,7.1872,0.338984241,-43.80731201,-44.26988983,expanded,
1384,laws,3,5.29552,427393,2.9265,0.3390445537,58.61602020000001,-3.589031458,news,
1385,unrelenting,4,5.30084,16997,2.8789999999999996,0.3390938242,17.32712555,-21.54833794,expanded,
1386,beetles,2,5.0355099999999995,5319,2.557,0.3391720959,-54.94398499,29.13946152,expanded,
1387,aggravation,1,5.65321,8790,7.5983,0.33918559369999995,-26.94502831,-23.83640671,news,
1388,amphibians,2,4.74958,7169,8.5366,0.33933853270000003,-50.41270828,32.8582077,news,
1389,fragmentation,2,5.09671,15097,2.303,0.3399167388,-24.14307404,-16.10733986,expanded,
1390,eradicated,2,5.36114,21533,8.6963,0.34026779,-55.14050674,7.334514617999999,news,
1391,spiralling,4,5.432869999999999,12124,6.8715,0.34037122159999994,4.6564464569999995,-39.38243484,news,
1392,terminal,0,5.818230000000001,101675,1.6309,0.34050579049999996,58.51524734,18.44649887,news,
1393,eradicate,2,4.85445,61736,2.8928,0.3406634298,-40.66884613,-3.7066092489999996,expanded,
1394,unsuspected,3,6.665360000000001,3910,9.5511,0.3408907767,-65.61825562,-24.98959923,news,
1395,discrimination,4,5.379169999999999,77923,0.0707,0.34094205060000005,59.47449112,-10.97690773,news,
1396,during,4,4.744619999999999,2433376,4.8097,0.34115680530000003,34.21678543,-7.821973801,news,
1397,intensification,3,5.16766,9137,7.4677,0.3411982999,-14.83635426,-16.16959381,news,
1398,oddness,3,6.29822,9672,5.5647,0.34186079909999995,-60.35437393,-20.95696259,news,
1399,dislocations,3,6.02806,9157,2.5980000000000003,0.34219851100000004,-21.538827899999998,-16.3019104,news,
1400,vibration,3,5.7732,8070,7.4032,0.342234555,-19.10673141,-16.35223198,expanded,
1401,geographic,3,5.01235,79642,1.212,0.34224638259999995,20.0255146,12.94836521,news,
1402,offensive,4,5.42249,201452,5.6629,0.34230763869999997,38.14056015,-18.00230217,expanded,
1403,indecorous,2,6.24069,2683,2.0921,0.34254452020000004,-63.08116913,-25.12975121,news,
1404,suburbanization,2,6.050669999999999,7136,1.0129,0.3428709824,-32.151344300000005,-14.18604088,news,
1405,weevils,2,5.121180000000001,10325,3.0746,0.3429924901,-65.68933868,27.16898918,news,
1406,dislocation,1,5.65543,11305,3.3788,0.34315399560000004,-21.4852066,-16.17245293,news,
1407,monsoonal,1,5.17466,3840,3.2310000000000003,0.34366067710000003,-26.41877365,-42.42319107,sci,
1408,soldiers,4,5.5961,777415,5.193,0.3438051496,49.23805237,-28.35497665,expanded,
1409,foreign,3,5.58667,1677829,8.2584,0.3438993411,44.24463654,6.07209444,expanded,
1410,strains,3,4.91505,23524,9.3071,0.34411370020000004,-41.37382507,13.78373337,news,
1411,impending,4,5.11838,39028,0.8762,0.3441673711,8.758942604,-11.09134674,news,
1412,earwax,2,5.63917,7898,3.7208,0.34426742229999996,-57.20530701,-27.7296524,news,
1413,rita,3,6.037999999999999,656756,9.7825,0.3446125458,-32.02052689,-69.29542542,expanded,
1414,hog,2,5.17742,76799,9.9523,0.34471739380000005,-37.79919434,34.92899323,news,
1415,impedes,3,5.44624,4532,1.5368,0.34476576670000003,-29.21956635,-21.658689499999998,expanded,
1416,farmers,0,5.51386,308068,3.7112,0.3448063356,-28.63694572,35.65148163,news,
1417,liberation,4,5.11562,233390,1.794,0.3451505899,42.98477936,-38.13984299,news,
1418,tibet,4,5.4061,8796,1.2465,0.34519117950000006,45.57988358,-16.95261192,news,
1419,equipment,0,5.7665,421606,0.4856,0.3452580507,54.73215485,12.39486599,expanded,
1420,jellyfish,2,5.28026,10239,6.9522,0.34557805840000005,-62.73139954,30.14312363,news,
1421,union,3,4.81378,871544,9.8185,0.34578613280000003,43.52735138,-1.085622787,news,
1422,meal,0,6.06059,103026,3.5393,0.3460094078,-28.5727005,53.40148926,news,
1423,flows,3,5.39131,98245,2.0253,0.3460467264,-0.8011294006999999,3.452932835,news,
1424,devour,2,5.10681,11317,5.2674,0.3460718382,-61.21780777,34.50867844,news,
1425,rattlesnakes,2,5.24078,3221,3.4606,0.3466811566,-59.56801224,39.67659378,expanded,
1426,operated,0,6.34778,133373,3.7,0.3467974642,57.94137192,15.567210199999998,sci,
1427,staple,0,5.295780000000001,44755,3.38,0.34796060700000003,-16.23188972,36.04612732,news,
1428,interruption,1,5.35945,24038,9.4562,0.34818473299999997,-14.79390907,-20.878686899999998,expanded,
1429,train,0,6.006959999999999,1345272,5.1977,0.3482805606,59.44422531,23.82294464,news,
1430,turkeys,2,5.59284,6201,9.1219,0.34834421299999996,-42.01337433,33.56389618,news,
1431,dinosaurs,2,5.74043,10723,8.4811,0.3483879933,-55.91033173,36.61279297,news,
1432,sub-standard,2,6.0829699999999995,13493,4.4211,0.348467023,-61.979209899999994,-27.12335587,sci,
1433,migrating,2,5.1775199999999995,15062,4.862,0.3485707748,-34.45229721,27.55274773,news,
1434,ports,3,6.01645,1752693,7.8829,0.3486008588,60.54556656,18.76935005,expanded,
1435,overcapacity,0,5.672619999999999,8265,6.5167,0.34875937590000006,-4.736906052,-26.51373672,news,
1436,jams,1,5.858709999999999,16215,1.4569999999999999,0.34882892109999997,-18.02711296,-33.45705414,expanded,
1437,snow,3,4.95788,66615,3.1611,0.3488532008,-24.660923,-59.87897873,news,
1438,preparedness,3,5.36107,48514,9.089,0.3489253732,-32.15647125,7.82405901,expanded,
1439,drier,3,5.4482800000000005,9135,1.5332,0.3489718537,-33.8757515,-36.98027039,news,
1440,rupture,4,5.54,18473,2.3618,0.3491170047,-21.37505531,-14.56686115,sci,
1441,injury,1,5.56971,116005,9.1636,0.34932607909999996,-13.413724900000002,-3.310122728,news,
1442,megi,2,6.47171,4155,7.5204,0.34959306840000004,-32.30614471,-75.64604187,expanded,
1443,belie,3,5.94059,1502849,3.6032,0.34964043729999994,-61.8000145,-19.50775528,expanded,
1444,outbreaks,2,4.93295,44843,9.022,0.3496822902,-46.61697006,4.458702564,expanded,
1445,skimpier,2,6.628080000000001,2731,6.0569,0.3500611632,-69.20055389,-20.87892723,expanded,
1446,braking,3,5.9631099999999995,6466,7.0934,0.35015431810000003,-18.88997841,-16.26408195,news,
1447,disequilibrium,3,6.66551,7352,9.1165,0.3503845958,-33.49223709,-22.14284897,expanded,
1448,lizards,2,5.38938,11553,6.4304,0.35073794049999996,-56.873573300000004,37.93740845,expanded,
1449,attacking,4,5.1843,109210,6.6867,0.35122810549999994,45.60443878,-27.5892868,sci,
1450,cooler,3,5.09071,14009,8.3716,0.351292969,-34.97323608,-37.83073807,news,
1451,established,3,4.898619999999999,470347,7.6051,0.3515388458,45.43346024,-5.496356963999999,news,
1452,basophilic,2,6.212619999999999,6809,6.7162,0.35162620520000004,-58.62637329,-26.35448647,sci,
1453,battled,4,5.330830000000001,64476,5.3919,0.3517237116,32.7972641,-30.10632896,expanded,
1454,assistance,3,5.171209999999999,542106,6.3781,0.35184975590000006,46.84547424,7.214624405,news,
1455,sickness,1,5.05417,25640,5.1761,0.35185905289999997,-24.42987251,-4.270609856,news,
1456,freshness,3,5.65068,8098,6.6972,0.3519368883,-57.43016434,-18.49759293,news,
1457,watercourse,1,6.2843800000000005,7712,5.4749,0.35194047359999997,-37.33845139,-23.27728081,news,
1458,prolong,3,5.19795,74175,6.3047,0.3523719343,-3.868017197,-16.81765556,news,
1459,wild,2,5.0461,198169,0.1097,0.3523765093,-37.24245453,45.50062943,expanded,
1460,shabbiness,2,6.13511,7789,1.7071,0.35256399759999996,-60.2206459,-23.23525238,news,
1461,belied,3,6.0298099999999994,11015,2.2811,0.3531950439,-62.02931213,-19.09401131,expanded,
1462,chinchillas,2,4.93982,8569,6.3596,0.3535691602,-60.499740599999996,32.74555969,expanded,
1463,devastated,1,5.03686,65279,4.4655,0.3535990554,-7.203092098,-49.44088745,expanded,
1464,acreage,1,5.65918,19449,4.0106,0.353649051,-24.01044083,41.46573257,news,
1465,unspoilt,3,6.80278,1950,0.3073,0.35383117329999997,-59.67590714,-31.16098785,news,
1466,overload,3,5.4599,24209,8.9609,0.35408308409999995,-23.20835304,-21.40351295,expanded,
